G4_network_standard,记录数,_id,attraction_title,back_Camera,body_color,comment_sum,forward_Camera,good_birth,good_card_support,good_name,good_weight,good_width,goods_detail12,goods_href,id,mobile_memory,手机品牌,mobile_name,moblie_system,network_standard,paras,phone_shop,photo_feature,power_size,previous_price,run_memory
其他,1,5be675150d8c,5.5英寸大屏、八核处理器！点击够买,1200万-1999万,无,70,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 华为 麦芒5 手机 香槟金 全网通(4GRAM+64GROM)标配,500.00g,7,"商品毛重：500.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：光学变焦,网络制式：4G LTE全网通,4G LTE网络特性：其他,前置摄像头像素：800万-1599万,后置摄像头像素：1200万-1999万,多卡支持：双卡双待单4G,电池容量：3000mAh-3999mAh,",/detail/19134673459,19134673459,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1600万像素,前置摄像头：800万像素,核数：其他,频率：其他,",融一手机专营店,光学变焦,3000mAh-3999mAh,￥1199.00,无
其他,1,5be675160d8c,,无,无,100,无,无,双卡双待单4G,【赠电动牙刷】小米（MI） 红米S2手机 铂银灰 4G+64G,350.00g,无,"商品毛重：350.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/28678930551,28678930551,无,小米,【赠电动牙刷】小米（MI）,无,4G LTE全网通,"后置摄像头：无,前置摄像头：其他,核数：其他,频率：其他,",绿森数码手机旗舰店,无,无,0,无
无,1,5be675160d8c,正品行货◆质保365天◆后置双摄+全面屏+八核处理器！,1200万-1999万,无,50,800万-1599万,无,双卡双待单4G,魅族（MEIZU） 魅蓝6T 魅蓝6tt 移动联通电信4G全网通 智能手机 香槟金 全网通（4G+64G）,320.00g,7,"商品毛重：320.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,机身内存：64GB,后置摄像头像素：1200万-1999万,屏幕配置：符合全面屏比例,运行内存：4GB,前置摄像头像素：800万-1599万,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,游戏配置：游戏模式,老人机配置：远程协助,",/detail/29922999092,29922999092,64GB,魅族,魅族（MEIZU）,安卓（Android）,4G LTE全网通,"后置摄像头：1300+200万像素,前置摄像头：800万像素,核数：八核,频率：以官网信息为准,",久汇通官方旗舰店,后置双摄像头,3000mAh-3999mAh,0,4GB
其他,1,5be675160d8c,"【限时优惠】2980-150、1980-100、980-60、980-50优惠券限量领取(部分商品可用
【购机权益】原装国行, 全国联保, 下单赠好礼, 顺丰速递
【店长推荐】推荐加购碎屏险, 戳我进入推荐页面",无,无,90,无,无,单卡单待,诺基亚（NOKIA） 105 移动联通2G手机 直板按键 老人手机 学生备用功能机 黑色 新版105单卡,500.00g,无,"商品毛重：500.00g,多卡支持：单卡单待,前置摄像头像素：无,后置摄像头像素：无,网络制式：2G移动/联通,4G LTE网络特性：其他,",/detail/30837149700,30837149700,无,诺基亚,诺基亚（NOKIA）,无,2G移动/联通,"后置摄像头：无,前置摄像头：其他,核数：其他,频率：以官网信息为准,",杰凌手机旗舰店,无,无,0,无
无,1,5be675160d8c,【顺丰配送】下单赠送钢化膜+保护壳+指环支架+店铺延保两年！,1200万-1999万,无,50,500万-799万,无,双卡双待单4G,小米（MI） 小米Max2 大屏手机 双卡双待 金色 全网通（4GB+32GB）,500.00g,7,"商品毛重：500.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,前置摄像头像素：500万-799万,多卡支持：双卡双待单4G,后置摄像头像素：1200万-1999万,电池容量：4000mAh-5999mAh,网络制式：4G LTE全网通,热点：快速充电,",/detail/25567592495,25567592495,无,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：1200万像素,前置摄像头：500万像素,核数：八核,频率：2.0GHz,",程楠手机专营店,无,4000mAh-5999mAh,0,无
无,1,5be675160d8c,【京东直发 货到付款】翻盖双屏 一键拨号 强光手电筒 收音机 语音 大字大声大按键,无,无,40,无,无,4G以下网络双卡双待,纽曼（Newman） F189 移动 2G 翻盖老人手机 黑色,170.00g,无,"商品毛重：170.00g,多卡支持：4G以下网络双卡双待,网络制式：2G移动/联通,",/detail/30156783266,30156783266,无,纽曼,纽曼（Newman）,无,2G移动/联通,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：其他,",鹏宇佳业手机专营店,无,无,￥198.00,无
无,1,5be675160d8c,父亲节送手机优惠价158元,500万以下,绿色系,50,无,无,单卡单待,天语（K-TOUCH） Q31C三防老人手机老年机直板按键电信手机2G 黑色,0.6kg,8,"商品毛重：0.6kg,多卡支持：单卡单待,机身厚度：普通（8.5mm以上）,网络制式：2G电信,机身颜色：绿色系,热点：三防手机,前置摄像头像素：无,机身内存：支持内存卡,电池容量：4000mAh-5999mAh,后置摄像头像素：500万以下,老人机配置：键盘,系统：基础功能机系统,",/detail/28111105953,28111105953,支持内存卡,天语,天语（K-TOUCH）,基础功能机系统,2G电信,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：260,",乔瑞诺手机专营店,无,4000mAh-5999mAh,￥178.00,无
无,1,5be675160d8c,,无,无,20,无,无,双卡双待单4G,青橙（GreenOrange） C6 智能老人手机 老人智能手机5英寸屏大字体 学生手机 时光金(白) 移动/联通4G（老人桌面） 【2GB+16GB】,500.00g,无,"商品毛重：500.00g,多卡支持：双卡双待单4G,网络制式：4G LTE 移动LTE-TDD,",/detail/28483637830,28483637830,无,other,青橙（GreenOrange）,无,4G LTE 移动LTE-TDD,"后置摄像头：500万像素,前置摄像头：200万像素,核数：四核,频率：其它,",盛粤手机专营店,无,无,0,无
VOLTE 4G通话,1,5be675160d8c,正品行货 现货速发  顺丰包邮,2000万及以上,黑色系,20,1600万-1999万,无,双卡双待单4G,华为（HUAWEI） 荣耀8X全面屏手机 幻夜黑 全网通4G（6G+128G）,500.00g,7,"商品毛重：500.00g,多卡支持：双卡双待单4G,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：VOLTE 4G通话,网络制式：4G LTE全网通,运行内存：6GB,前置摄像头像素：1600万-1999万,系统：安卓（Android）,机身颜色：黑色系,后置摄像头像素：2000万及以上,机身内存：128GB,机身厚度：薄（7mm-8.5mm）,",/detail/32664579265,32664579265,128GB,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：2000万像素,前置摄像头：1600万像素,核数：八核,频率：4 × Cortex A73 2.2 GHz,",施霖手机专营店,后置双摄像头,3000mAh-3999mAh,￥1999.00,6GB
其他,1,5be675160d8c,,无,无,10,无,无,4G以下网络双卡双待,中兴（ZTE） 守护宝 上海中兴 ZTE tech L518 移动/联通 翻盖老人手机男 女老年手机 黑色,400.00g,无,"商品毛重：400.00g,多卡支持：4G以下网络双卡双待,网络制式：2G移动/联通,4G LTE网络特性：其他,",/detail/32607812485,32607812485,无,中兴,中兴（ZTE）,无,2G移动/联通,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：其他,",华飞手机专营店,无,无,0,无
其他,1,5be675160d8c,【现货速发】AI摄影革命 | 会变色的更潮更美 | 勇敢做自己！,无,无,30,无,无,双卡双待单4G,华为（HUAWEI） 荣耀10 手机 幻影蓝 全网通 6G+128G,200.00g,无,"商品毛重：200.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/27405799623,27405799623,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：无,前置摄像头：2400万像素,核数：八核,频率：其他,",伟德手机专营店,无,无,￥3199.00,无
VOLTE 4G通话,1,5be675160d8c,支持私人订制，指纹，18K玫瑰金 成功人士必备,1200万-1999万,黑色系,30,500万-799万,中国大陆,双卡双待单4G,宾蒂威 BDV M8 奢华钛金商务手机全网通4G男士私人订制 三防智能手机超长待机 双卡双待 珍珠黑蜥蜴皮 ( 轻奢版 ) 手工定制 64G,1.0kg,8,"商品毛重：1.0kg,商品产地：中国大陆,系统：安卓（Android）,机身厚度：普通（8.5mm以上）,老人机配置：智能机（老龄模式）,后置摄像头像素：1200万-1999万,网络制式：4G LTE全网通,多卡支持：双卡双待单4G,4G LTE网络特性：VOLTE 4G通话,热点：快速充电，无线充电，三防手机,运行内存：4GB,前置摄像头像素：500万-799万,屏幕配置：OLED屏,机身颜色：黑色系,游戏配置：游戏音效增强，游戏显示增强,机身内存：64GB,电池容量：4000mAh-5999mAh,",/detail/27382163522,27382163522,64GB,other,宾蒂威,安卓（Android）,4G LTE全网通,"后置摄像头：500万像素,前置摄像头：500万像素,核数：八核 + 微智核i6,频率：CPU频率,",BDV手机旗舰店,无,4000mAh-5999mAh,0,4GB
无,1,5be675160d8c,【 赠：如意大字桌面教程 】全屏四摄  指纹解锁,1200万-1999万,无,40,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 荣耀9青春版 全网通4G 移动联通电信 老人机  智能 手机 双卡双待 幻夜黑 3G RAM+32G ROM全网通4G,180.00g,7,"商品毛重：180.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：智能拍照，前置双摄像头，后置双摄像头,电池容量：3000mAh-3999mAh,前置摄像头像素：800万-1599万,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,老人机配置：智能机（老龄模式）,多卡支持：双卡双待单4G,",/detail/28491778185,28491778185,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：200万像素,前置摄像头：200万像素,核数：八核,频率：其他,",霞樱手机专营店,智能拍照，前置双摄像头，后置双摄像头,3000mAh-3999mAh,￥999.00,无
其他,1,5be675160d8c,【现货速发】骁龙660AIE/5.99英寸全面屏，下单赠好礼，,无,无,10,无,无,双卡双待单4G,360手机 360 N7 lite 手机 幻影黑 4G+32G,400.00g,无,"商品毛重：400.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/31731163017,31731163017,无,360,360手机,无,4G LTE全网通,"后置摄像头：1300+200万像素,前置摄像头：800万像素,核数：八核,频率：-,",聚捷联盛手机旗舰店,无,无,￥1999.00,无
无,1,5be675160d8c,"全面屏，小身材，大视野！小巧全面屏,通话大音量,柔光自拍！",1200万-1999万,无,30,500万-799万,无,双卡双待单4G,华为（HUAWEI） 荣耀 畅玩7移动联通电信4G  双卡双待 老人大音量智能手机 金色 全网通2G+16G,150.00g,7,"商品毛重：150.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,前置摄像头像素：500万-799万,多卡支持：双卡双待单4G,后置摄像头像素：1200万-1999万,网络制式：4G LTE全网通,老人机配置：智能机（老龄模式）,电池容量：3000mAh-3999mAh,",/detail/28474988650,28474988650,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：500万像素,核数：四核,频率：其他,",八连星手机专营店,无,3000mAh-3999mAh,0,无
无,1,5be675170d8c,,无,无,70,无,无,4G以下网络双卡双待,誉品（YEPEN） N2+ 移动超薄卡片手机学生手机可爱迷你手机直板按键手机迷你超小儿童手机男女款备 黑色,20.00g,无,"商品毛重：20.00g,多卡支持：4G以下网络双卡双待,网络制式：2G移动/联通,",/detail/30536792558,30536792558,无,other,誉品（YEPEN）,无,2G移动/联通,"后置摄像头：无,前置摄像头：无,核数：其他,频率：.,",思拓帆手机专营店,无,无,￥299.00,无
无,1,5be675170d8c,电信版卡片手机，卡片手机，儿童学生手机 支持MP3,无,无,20,无,无,单卡单待,创星 （ATMAN) 卡片手机V3C迷你可爱超薄超小个性男女学生儿童手机迷你小手机直板按键 粉色,200.00g,无,"商品毛重：200.00g,多卡支持：单卡单待,网络制式：2G电信,",/detail/27692425372,27692425372,无,创星,创星,无,2G电信,"后置摄像头：无,前置摄像头：其他,核数：其他,频率：其他,",创星手机旗舰店,无,无,0,无
其他,1,5be675170d8c,"【下单送好礼 高配下单即送移动电源/金立台灯/华为耳机等】
【不要赠品可享更多优惠】
",1200万-1999万,无,50,1600万-1999万,无,双卡双待单4G,华为（HUAWEI） 荣耀9i 移动联通电信4G全面屏手机 双卡双待 魅海蓝 全网通(4G RAM+128G ROM),1.0kg,7,"商品毛重：1.0kg,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,前置摄像头像素：1600万-1999万,多卡支持：双卡双待单4G,后置摄像头像素：1200万-1999万,电池容量：3000mAh-3999mAh,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/29000958266,29000958266,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1300+200万像素,前置摄像头：1600万像素,核数：八核,频率：4*2.36GHz+4*1.7GHz,",宏乐迪手机专营店,无,3000mAh-3999mAh,￥1749.00,无
移动4G+,1,5be675170d8c,送手机壳膜，高通骁龙八核处理器，玩游戏更刺激！后置双摄！,无,无,20,无,无,4G以下网络双卡双待,魅族 Meizu/ 魅蓝Note6超薄 全网通4G手机 双卡双待 香槟金 note6全网通4+64G,1.0kg,无,"商品毛重：1.0kg,多卡支持：4G以下网络双卡双待,网络制式：4G LTE全网通,4G LTE网络特性：移动4G+,",/detail/29154454131,29154454131,无,魅族,魅族,无,4G LTE全网通,"后置摄像头：1200+500万像素,前置摄像头：1600万像素,核数：八核,频率：0,",采枫手机专营店,无,无,￥1099.00,无
无,1,5be675170d8c,三星盖乐世经典复古翻盖手机，风华再现！,500万-1199万,无,90,500万-799万,无,双卡双待单4G,三星（SAMSUNG） 三星  Galaxy Folder2 （G1650）移动联通4G手机 16G 帕托金,300.00g,8,"商品毛重：300.00g,系统：安卓（Android）,机身厚度：普通（8.5mm以上）,网络制式：4G LTE全网通,运行内存：2GB,前置摄像头像素：500万-799万,机身内存：16GB,电池容量：1200mAh-1999mAh,后置摄像头像素：500万-1199万,老人机配置：翻盖,多卡支持：双卡双待单4G,",/detail/26152260560,26152260560,16GB,三星,三星（SAMSUNG）,安卓（Android）,4G LTE全网通,"后置摄像头：500万像素,前置摄像头：500万像素,核数：四核,频率：以官网信息为准,",优爱特手机旗舰店,无,1200mAh-1999mAh,￥1899.00,2GB
VOLTE 4G通话,1,5be675170d8c,赠送59元实用小礼包>高清全面屏，听筒大音量，智能柔光自拍！,1200万-1999万,深蓝色系,60,500万-799万,无,双卡双待单4G,华为（HUAWEI） 畅享8e青春版手机 蓝色 全网通(3GB+32GB)-人脸识别*指纹识别,500.00g,7,"商品毛重：500.00g,多卡支持：双卡双待单4G,机身厚度：薄（7mm-8.5mm）,网络制式：4G LTE全网通,电池容量：2000mAh-2999mAh,4G LTE网络特性：VOLTE 4G通话,游戏配置：游戏模式,运行内存：3GB,前置摄像头像素：500万-799万,屏幕配置：符合全面屏比例,机身颜色：深蓝色系,后置摄像头像素：1200万-1999万,机身内存：32GB,系统：安卓（Android）,",/detail/27358099683,27358099683,32GB,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：500万像素,核数：四核,频率：其它,",则合手机专营店,无,2000mAh-2999mAh,0,3GB
无,1,5be675170d8c,,无,无,20,无,无,双卡双待单4G,SUGAR 糖果S20翻译手机 4GB+64GB 移动联通电信4G手机 双卡双待 奇幻紫,1.0kg,无,"商品毛重：1.0kg,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,",/detail/29993350879,29993350879,无,other,SUGAR,无,4G LTE全网通,"后置摄像头：1200万像素,前置摄像头：1600万像素,核数：八核,频率：1.8,",恒金煜手机专营店,无,无,0,无
移动4G+,1,5be675170d8c,手机 全网通手机 智能手机 指纹解锁 卡片手机 迷你手机,1200万-1999万,深蓝色系,60,500万-799万,无,双卡双待双4G,小霸王（SUBOR） S18Plus 学生手机 3+32g全网通手机 学习智能防沉迷游戏手机 双卡 蓝色 超值套餐,170.00g,8,"商品毛重：170.00g,多卡支持：双卡双待双4G,机身厚度：普通（8.5mm以上）,拍照特点：后置双摄像头,网络制式：4G LTE全网通,机身颜色：深蓝色系,运行内存：3GB,前置摄像头像素：500万-799万,后置摄像头像素：1200万-1999万,机身内存：32GB,4G LTE网络特性：移动4G+,",/detail/32116605202,32116605202,32GB,other,小霸王（SUBOR）,无,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：500万像素,核数：四核,频率：1.3,",小霸王手机旗舰店,后置双摄像头,无,￥1999.00,3GB
其他,1,5be675170d8c,,无,无,70,无,其他,双卡双待单4G,诺基亚（NOKIA） 8110香蕉手机 直板按键 双卡双待 经典复刻 炫酷滑盖 4G热点备用功能机 黄色,117.00g,无,"商品毛重：117.00g,商品产地：其他,多卡支持：双卡双待单4G,网络制式：4G LTE LTE-TDD/LTE-FDD移动联通双4G,4G LTE网络特性：其他,",/detail/29457245425,29457245425,无,诺基亚,诺基亚（NOKIA）,无,4G LTE LTE-TDD/LTE-FDD移动联通双4G,,HT国际专营店,无,无,0,无
其他,1,5be675170d8c,,500万-1199万,无,50,200万-499万,无,单卡单待,酷派（Coolpad） 5367 电信4G单卡版智能手机 灰色 2+16G电信单卡版,500.00g,8,"商品毛重：500.00g,多卡支持：单卡单待,机身厚度：普通（8.5mm以上）,前置摄像头像素：200万-499万,后置摄像头像素：500万-1199万,网络制式：2G电信,4G LTE网络特性：其他,",/detail/29699839134,29699839134,无,酷派,酷派（Coolpad）,无,2G电信,"后置摄像头：800万像素,前置摄像头：200万像素,核数：四核,频率：以官网信息为准,",莫拉克手机专营店,无,无,0,无
其他,1,5be675170d8c,【买一赠二】 一键亲情拨号 一键SOS求救 手电筒 收音机老人手机,无,无,30,无,无,4G以下网络双卡双待,不羁（unruly）U328直板老人手机 移动2G 老年版 黑,400.00g,无,"商品毛重：400.00g,多卡支持：4G以下网络双卡双待,电池容量：1200mAh-1999mAh,网络制式：2G移动/联通,4G LTE网络特性：其他,",/detail/32414461997,32414461997,无,不羁,不羁（unruly）U328直板老人手机,无,2G移动/联通,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：无,",杰百兴手机通讯专营店,无,1200mAh-1999mAh,￥68.00,无
无,1,5be675170d8c,底价+现货速发！送耳机，自拍杆，好看又好玩！潮流镜面渐变色，2400万美颜自拍！,无,无,10,无,无,无,小米（MI）小米8青春版 镜面渐变AI双摄全面屏拍照游戏手机 梦幻蓝 6G+64GB全网通,500.00g,无,"商品毛重：500.00g,",/detail/33372590775,33372590775,无,小米,小米（MI）小米8青春版,无,无,"后置摄像头：1200+500万像素,前置摄像头：2400万像素,核数：八核,频率：以官网信息为准,",长宏时代手机专营店,无,无,￥1899.00,无
其他,1,5be675180d8c,送荣耀购物袋 +手机支架，,无,无,10,无,无,双卡双待单4G,华为（HUAWEI） 荣耀8x max手机全面屏手机 移动联通电信 魅海蓝 4GB+128GB,350.00g,无,"商品毛重：350.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/32871723400,32871723400,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：1600+200万像素,前置摄像头：800万像素,核数：八核,频率：--,",丰赉易手机专营店,无,无,0,无
VOLTE 4G通话,1,5be675180d8c,赠送59元实用小礼包>全面屏，小身材，大视野！,1200万-1999万,无,40,500万-799万,中国大陆,双卡双待单4G,华为（HUAWEI） 荣耀7 畅玩7  全网通移动4G＋手机 金色 全网通移动版(2GB+16GB),500.00g,7,"商品毛重：500.00g,商品产地：中国大陆,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,前置摄像头像素：500万-799万,多卡支持：双卡双待单4G,后置摄像头像素：1200万-1999万,电池容量：3000mAh-3999mAh,网络制式：4G LTE 移动LTE-TDD,4G LTE网络特性：VOLTE 4G通话,",/detail/32047334064,32047334064,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE 移动LTE-TDD,"后置摄像头：1300万像素,前置摄像头：500万像素,核数：四核,频率：4*1.5GHz,",则合手机专营店,无,3000mAh-3999mAh,0,无
其他,1,5be675180d8c,送  耳机   (京东直发 麒麟970，,2000万及以上,无,40,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 荣耀V10 全面屏4G智能全网通手机 沙滩金 6GB+64GB,460.00g,7,"商品毛重：460.00g,多卡支持：双卡双待单4G,机身厚度：超薄（7mm以下）,拍照特点：智能拍照，后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：其他,热点：人工智能，人脸识别，快速充电,前置摄像头像素：800万-1599万,屏幕配置：符合全面屏比例,游戏配置：游戏模式，游戏音效增强,后置摄像头像素：2000万及以上,网络制式：4G LTE全网通,系统：安卓（Android）,",/detail/32571802832,32571802832,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1600万像素,前置摄像头：1300万像素,核数：其他,频率：以官网信息为准,",银河信业手机专营店,智能拍照，后置双摄像头,3000mAh-3999mAh,0,无
无,1,5be675180d8c,全面屏/4000mAh大电量/前置柔光自拍/14nm骁龙八核处理器 千元全面屏  ,无,无,20,无,无,双卡双待双4G,小米（MI） 小米 红米5 Plus 全面屏拍照美颜游戏手机 移动联通电信 双卡双待 全网通4G手机 黑色 3G+32G,300.00g,无,"商品毛重：300.00g,多卡支持：双卡双待双4G,网络制式：4G LTE全网通,",/detail/26147118639,26147118639,无,小米,小米（MI）,无,4G LTE全网通,"后置摄像头：1200万像素,前置摄像头：500万像素,核数：八核,频率：以官网信息为准,",华新天辰智能数码专营店,无,无,0,无
移动4G+,1,5be675180d8c,送手机套+贴膜   5英寸 1GB运行+8GB内存,500万-1199万,无,40,200万-499万,无,双卡双待单4G,中兴（ZTE） 中兴BA510 移动4G联通2G 老人手机智能手机双卡双待 老年手机 大字大屏 玄铁灰,160.00g,7,"商品毛重：160.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,电池容量：2000mAh-2999mAh,4G LTE网络特性：移动4G+,前置摄像头像素：200万-499万,网络制式：4G LTE 移动LTE-TDD,后置摄像头像素：500万-1199万,老人机配置：智能机（老龄模式）,多卡支持：双卡双待单4G,",/detail/26666446902,26666446902,无,中兴,中兴（ZTE）,安卓（Android）,4G LTE 移动LTE-TDD,"后置摄像头：800万像素,前置摄像头：200万像素,核数：四核,频率：以官网信息为准,",天域手机专营店,无,2000mAh-2999mAh,0,无
无,1,5be675180d8c,正品行货◆送膜套礼品！后置1200万AI双摄，骁龙处理器！,1200万-1999万,无,30,1600万-1999万,无,双卡双待双4G,小米（MI） 红米S2 全网通4G 移动联通电信全面屏 智能手机 老人手机 赠送钢化膜/保护套 香槟金 全网通（4G+64G）,320.00g,7,"商品毛重：320.00g,多卡支持：双卡双待双4G,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,热点：人脸识别,运行内存：4GB,前置摄像头像素：1600万-1999万,网络制式：4G LTE全网通,机身厚度：薄（7mm-8.5mm）,后置摄像头像素：1200万-1999万,机身内存：64GB,系统：安卓（Android）,",/detail/29446425771,29446425771,64GB,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：1200万+500万像素,前置摄像头：1600万像素,核数：八核,频率：以官方信息为准,",久汇通官方旗舰店,后置双摄像头,3000mAh-3999mAh,0,4GB
其他,1,5be675180d8c,京东自营仓配送、下单送精美礼品,2000万及以上,无,70,2000万及以上,无,双卡双待单4G,魅族（MEIZU） 16th 全面屏手机 全网通 极光蓝（6G+128G）,480.00g,无,"商品毛重：480.00g,系统：安卓（Android）,前置摄像头像素：2000万及以上,多卡支持：双卡双待单4G,后置摄像头像素：2000万及以上,电池容量：3000mAh-3999mAh,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/33530965469,33530965469,无,魅族,魅族（MEIZU）,安卓（Android）,4G LTE全网通,"后置摄像头：2000+1200万像素,前置摄像头：2000万像素,核数：八核,频率：-,",优爱特手机旗舰店,无,3000mAh-3999mAh,￥4000.00,无
无,1,5be675180d8c,【购机有礼 现货速发】5.5英寸，2GB+16GB，支持微信8开！,500万-1199万,无,50,200万-499万,无,双卡双待单4G,小辣椒 红辣椒Q8（GM-Q8）双卡双待 智能手机支持微信8开 白色 全网通4G(2GB/16GB),400.00g,无,"商品毛重：400.00g,多卡支持：双卡双待单4G,前置摄像头像素：200万-499万,网络制式：4G LTE LTE-TDD/LTE-FDD移动联通双4G,后置摄像头像素：500万-1199万,电池容量：2000mAh-2999mAh,",/detail/12260780555,12260780555,无,小辣椒,小辣椒,无,4G LTE LTE-TDD/LTE-FDD移动联通双4G,"后置摄像头：800万像素,前置摄像头：200万像素,核数：四核,频率：其他,",天域手机专营店,无,2000mAh-2999mAh,0,无
移动4G+,1,5be675180d8c,,2000万及以上,无,10,800万-1599万,中国大陆,双卡双待双4G,努比亚（nubia） Z18mini全面屏智能双摄手机 耀钻黑 全网通(6G RAM 128G ROM),200.00g,7,"商品毛重：200.00g,商品产地：中国大陆,多卡支持：双卡双待双4G,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：移动4G+,热点：人脸识别,前置摄像头像素：800万-1599万,网络制式：4G LTE全网通,屏幕配置：符合全面屏比例,后置摄像头像素：2000万及以上,老人机配置：智能机（老龄模式），远程协助,系统：安卓（Android）,",/detail/27112924550,27112924550,无,中兴,努比亚（nubia）,安卓（Android）,4G LTE全网通,"后置摄像头：500万像素,前置摄像头：800万像素,核数：八核,频率：0,",微雷手机旗舰店,后置双摄像头,3000mAh-3999mAh,0,无
无,1,5be675180d8c,新4G版本，支持移动4G/3G/2G 联通2G，经典情怀复刻，急速发货 ,500万以下,无,20,无,无,单卡单待,诺基亚（NOKIA） 3310 4G版 移动4G版 老人老年手机 单卡 移动4G版 清新蓝,500.00g,8,"商品毛重：500.00g,系统：基础功能机系统,机身厚度：普通（8.5mm以上）,前置摄像头像素：无,多卡支持：单卡单待,后置摄像头像素：500万以下,电池容量：1200mAh-1999mAh,老人机配置：键盘,网络制式：2G移动/联通,",/detail/32958508211,32958508211,无,诺基亚,诺基亚（NOKIA）,基础功能机系统,2G移动/联通,"后置摄像头：200万像素,前置摄像头：无,核数：其他,频率：以官网信息为准,",则合手机专营店,无,1200mAh-1999mAh,0,无
VOLTE 4G通话,1,5be675180d8c,【一步到位，送壳膜】雕刻时光，重塑经典，暗光双摄！,无,无,10,无,无,双卡双待单4G,魅族（MEIZU） 15 全面屏手机 移动联通电信4G手机 双卡双待 砚黑 全网通（4GB+64GB）,200.00g,无,"商品毛重：200.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：VOLTE 4G通话,",/detail/27513895171,27513895171,无,魅族,魅族（MEIZU）,无,4G LTE全网通,"后置摄像头：1200万像素,前置摄像头：2000万像素,核数：八核,频率：以官网信息为准,",伟德手机专营店,无,无,￥2699.00,无
无,1,5be675180d8c,【送挂绳】翻盖手机男 女 老人机 翻盖接听 双卡双待 超长待机  ,无,无,100,无,无,4G以下网络双卡双待,天语（K-Touch） T91双屏翻盖老人手机 移动/联通 黑色,215.00g,无,"商品毛重：215.00g,多卡支持：4G以下网络双卡双待,网络制式：2G移动/联通,",/detail/20888612600,20888612600,无,天语,天语（K-Touch）,无,2G移动/联通,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：.,",天探手机旗舰店,无,无,￥199.00,无
